,Member_number,Date,itemDescription,quantidade,price
12331,4187,16-04-2014,pastelaria,4,94.97
12332,4164,27-03-2014,leite inteiro,4,133.50
12333,2676,06-10-2014,refrigerante,8,50.47
12334,2956,07-08-2014,iogurte,3,197.47
12335,1311,14-01-2014,pãezinhos / pãezinhos,6,236.78
12336,3685,20-07-2014,refrigerante,6,57.61
12337,4206,04-04-2014,vegetais de raiz,5,57.74
12338,1623,12-01-2014,refrigerante,6,46.06
12339,2029,27-05-2014,água engarrafada,4,244.56
12340,4025,10-04-2014,iogurte,7,181.61
12341,2850,27-02-2014,pãezinhos / pãezinhos,0,225.72
12342,2398,18-06-2014,pãezinhos / pãezinhos,5,90.17
12343,3649,30-05-2014,refrigerante,3,65.39
12344,1504,14-10-2014,leite inteiro,2,238.98
12345,4488,26-04-2014,refrigerante,3,151.80
12346,1711,15-12-2014,iogurte,7,221.86
12347,2625,06-09-2014,iogurte,3,9.73
12348,4709,24-05-2014,outros vegetais,4,213.04
12349,3115,30-01-2014,outros vegetais,9,187.09
12350,2183,29-12-2014,iogurte,7,172.56
12351,2298,28-08-2014,iogurte,1,68.63
12352,3581,09-06-2014,pãezinhos / pãezinhos,7,119.88
12353,4406,11-07-2014,refrigerante,9,55.01
12354,2463,06-12-2014,refrigerante,3,78.10
12355,1343,07-02-2014,leite inteiro,6,163.99
12356,3467,08-11-2014,citrino,3,161.53
12357,3320,21-01-2014,pãezinhos / pãezinhos,8,86.93
12358,3126,02-12-2014,leite inteiro,4,215.89
12359,1086,27-07-2014,refrigerante,3,27.89
12360,4518,31-08-2014,iogurte,5,168.02
12361,4946,24-06-2014,outros vegetais,7,232.24
12362,2694,09-05-2014,pastelaria,5,83.01
12363,1426,20-03-2014,iogurte,7,49.56
12364,3306,21-07-2014,iogurte,3,261.43
12365,1204,23-06-2014,pastelaria,3,249.75
12366,1611,18-03-2014,iogurte,0,54.47
12367,3384,13-11-2014,refrigerante,8,112.23
12368,3007,01-04-2014,iogurte,6,84.20
12369,3790,24-04-2014,iogurte,1,246.77
12370,2229,24-07-2014,pastelaria,9,135.45
12371,3107,27-02-2014,pãezinhos / pãezinhos,1,172.82
12372,1996,22-09-2014,refrigerante,9,148.42
12373,4116,23-05-2014,pastelaria,5,174.37
12374,2011,14-08-2014,refrigerante,0,17.52
12375,3750,30-09-2014,iogurte,8,59.66
12376,3790,09-06-2014,iogurte,8,81.09
12377,1169,04-01-2014,água engarrafada,0,55.79
12378,4870,01-07-2014,água engarrafada,2,222.12
12379,4194,21-07-2014,leite inteiro,6,101.85
12380,3629,22-11-2014,pãezinhos / pãezinhos,3,78.49
12381,1143,14-07-2014,refrigerante,3,3.76
12382,1147,01-05-2014,leite inteiro,8,62.80
12383,3130,01-02-2014,iogurte,1,176.42
12384,4443,10-11-2014,leite inteiro,3,235.48
12385,3189,31-08-2014,leite inteiro,1,121.31
12386,1996,09-06-2014,iogurte,0,225.72
12387,4321,14-01-2014,refrigerante,9,97.18
12388,2029,26-08-2014,leite inteiro,8,51.87
12389,2402,16-04-2014,iogurte,0,97.18
12390,1930,28-05-2014,refrigerante,6,102.37
12391,2751,13-10-2014,água engarrafada,3,36.30
12392,1069,20-01-2014,pãezinhos / pãezinhos,7,180.21
12393,3660,28-07-2014,pastelaria,6,249.36
12394,4492,15-05-2014,iogurte,3,245.86
12395,2131,12-12-2014,água engarrafada,9,128.31
12396,1308,23-11-2014,leite inteiro,2,218.49
12397,3089,24-02-2014,pãezinhos / pãezinhos,4,141.29
12398,4900,01-10-2014,vegetais de raiz,2,156.99
12399,1050,06-03-2014,iogurte,5,208.11
12400,4308,07-01-2014,leite inteiro,3,31.11
12401,2835,10-05-2014,leite inteiro,4,6.49
12402,2045,09-07-2014,leite inteiro,1,158.93
12403,4125,03-06-2014,pãezinhos / pãezinhos,5,61.24
12404,3855,15-07-2014,iogurte,0,166.59
12405,2055,14-12-2014,refrigerante,8,19.72
12406,3782,25-04-2014,fruta tropical,8,170.61
12407,4453,20-03-2014,leite inteiro,8,153.61
12408,1881,15-02-2014,água engarrafada,3,94.06
12409,4874,21-02-2014,água engarrafada,3,34.38
12410,1652,05-05-2014,iogurte,7,88.74
12411,4316,03-05-2014,refrigerante,7,15.83
12412,3668,24-10-2014,leite inteiro,8,158.54
12413,4385,05-08-2014,água engarrafada,8,20.11
12414,4297,30-05-2014,pãezinhos / pãezinhos,8,258.06
12415,1050,30-05-2014,iogurte,3,102.76
12416,3718,07-07-2014,água engarrafada,1,175.15
12417,1399,05-04-2014,outros vegetais,8,66.04
12418,2892,19-08-2014,pastelaria,2,215.35
12419,2396,19-08-2014,fruta tropical,3,11.03
12420,1753,03-10-2014,leite inteiro,0,162.05
12421,1783,14-02-2014,iogurte,5,240.02
12422,4814,08-01-2014,leite inteiro,2,222.51
12423,3961,23-06-2014,água engarrafada,9,92.77
12424,4574,01-05-2014,outros vegetais,8,200.97
12425,1653,23-04-2014,pastelaria,2,57.06
12426,4788,09-09-2014,leite inteiro,6,219.52
12427,4133,02-02-2014,iogurte,2,151.02
12428,2243,01-10-2014,fruta tropical,9,195.78
12429,2738,16-01-2014,pastelaria,7,190.59
12430,2194,06-06-2014,leite inteiro,4,68.11
12431,2950,03-02-2014,refrigerante,8,73.17
12432,2309,17-04-2014,iogurte,3,221.86
12433,3613,20-10-2014,água engarrafada,3,110.54
12434,2340,17-01-2014,iogurte,6,17.13
12435,3246,25-12-2014,vegetais de raiz,2,113.52
12436,3414,22-05-2014,leite inteiro,2,171.78
12437,1153,10-08-2014,leite inteiro,9,73.82
12438,3660,21-09-2014,pãezinhos / pãezinhos,8,188.77
12439,3737,06-07-2014,água engarrafada,4,241.97
12440,3462,01-10-2014,outros vegetais,1,257.15
12441,1811,02-06-2014,outros vegetais,2,232.50
12442,2374,16-09-2014,pãezinhos / pãezinhos,0,156.21
12443,1045,12-01-2014,iogurte,8,242.49
12444,4241,02-10-2014,iogurte,0,113.13
12445,2354,06-01-2014,pãezinhos / pãezinhos,8,38.27
12446,1169,25-01-2014,leite inteiro,8,174.37
12447,4698,20-01-2014,pãezinhos / pãezinhos,8,91.08
12448,1065,14-01-2014,leite inteiro,5,125.20
12449,4763,27-02-2014,leite inteiro,4,101.17
12450,1451,28-08-2014,água engarrafada,9,206.55
12451,1150,06-09-2014,pãezinhos / pãezinhos,3,7.76
12452,2873,23-05-2014,leite inteiro,5,72.01
12453,4862,08-06-2014,fruta tropical,7,201.75
12454,2795,27-06-2014,refrigerante,6,222.12
12455,2066,29-12-2014,iogurte,3,191.37
12456,1205,12-08-2014,água engarrafada,1,142.07
12457,1870,10-06-2014,iogurte,1,159.58
12458,2098,02-08-2014,pãezinhos / pãezinhos,4,48.00
12459,4362,14-01-2014,pãezinhos / pãezinhos,1,55.79
12460,2339,20-05-2014,leite inteiro,2,103.77
12461,2384,14-01-2014,pãezinhos / pãezinhos,3,219.13
12462,3765,01-04-2014,leite inteiro,0,237.30
12463,1446,07-05-2014,água engarrafada,5,161.40
12464,4155,10-09-2014,leite inteiro,8,252.35
12465,1032,23-09-2014,leite inteiro,2,9.34
12466,4489,24-05-2014,água engarrafada,2,80.96
12467,3612,31-05-2014,iogurte,6,12.95
12468,2861,25-10-2014,leite inteiro,1,226.27
12469,3247,09-08-2014,pastelaria,9,58.64
12470,1129,14-11-2014,iogurte,3,106.65
12471,2605,02-06-2014,outros vegetais,7,144.66
12472,2308,10-09-2014,iogurte,8,182.81
12473,3743,06-01-2014,refrigerante,2,121.93
12474,4509,30-07-2014,pãezinhos / pãezinhos,2,27.25
12475,2654,08-08-2014,refrigerante,6,246.77
12476,3138,28-12-2014,pãezinhos / pãezinhos,6,42.69
12477,3518,08-02-2014,leite inteiro,9,52.42
12478,4187,04-05-2014,refrigerante,6,145.96
12479,3895,02-06-2014,refrigerante,9,93.93
12480,4657,21-09-2014,pãezinhos / pãezinhos,5,44.09
12481,1342,03-04-2014,pãezinhos / pãezinhos,3,146.48
12482,4110,25-01-2014,iogurte,7,40.22
12483,2908,27-04-2014,iogurte,6,163.45
12484,2718,07-02-2014,vegetais de raiz,9,73.17
12485,1153,28-03-2014,pãezinhos / pãezinhos,8,40.09
12486,3769,31-01-2014,iogurte,3,40.09
12487,1733,27-02-2014,pãezinhos / pãezinhos,0,81.09
12488,2669,24-03-2014,pãezinhos / pãezinhos,5,228.86
12489,1852,04-03-2014,leite inteiro,1,148.42
12490,4505,30-12-2014,vegetais de raiz,9,203.05
12491,2603,28-06-2014,iogurte,9,149.46
12492,3382,01-04-2014,iogurte,9,162.05
12493,4812,09-06-2014,outros vegetais,6,118.32
12494,3180,30-07-2014,leite inteiro,8,248.07
12495,3300,31-07-2014,pãezinhos / pãezinhos,4,57.06
12496,4574,18-04-2014,iogurte,1,132.31
12497,1128,27-03-2014,refrigerante,9,257.54
12498,4198,10-11-2014,pãezinhos / pãezinhos,9,95.36
12499,4697,03-11-2014,água engarrafada,3,259.74
12500,4640,03-11-2014,água engarrafada,6,36.98
12501,1878,22-08-2014,refrigerante,1,216.54
12502,1534,05-11-2014,água engarrafada,8,148.42
12503,2381,07-05-2014,refrigerante,3,187.09
12504,3158,06-05-2014,refrigerante,4,15.54
12505,2036,02-02-2014,refrigerante,9,23.33
12506,3362,31-05-2014,refrigerante,5,29.71
12507,2193,23-10-2014,pastelaria,0,213.04
12508,4515,24-04-2014,refrigerante,3,162.44
12509,1171,04-08-2014,refrigerante,5,22.06
12510,1234,12-05-2014,pastelaria,9,126.50
12511,3329,04-06-2014,pastelaria,9,94.06
12512,4342,17-04-2014,leite inteiro,6,42.81
12513,4659,05-10-2014,refrigerante,2,144.27
12514,4133,17-02-2014,pastelaria,5,4.15
12515,2888,04-05-2014,outros vegetais,7,259.74
12516,1780,07-10-2014,leite inteiro,6,64.85
12517,2477,01-04-2014,refrigerante,7,171.52
12518,3344,14-01-2014,iogurte,1,5.84
12519,4106,18-07-2014,água engarrafada,0,23.87
12520,1810,07-09-2014,outros vegetais,8,233.51
12521,2698,31-03-2014,leite inteiro,1,172.56
12522,2470,13-12-2014,pãezinhos / pãezinhos,3,109.24
12523,2625,24-09-2014,leite inteiro,3,182.29
12524,2830,19-07-2014,pãezinhos / pãezinhos,0,137.50
12525,3768,30-06-2014,refrigerante,6,89.78
12526,3544,03-09-2014,leite inteiro,2,58.38
12527,1525,25-10-2014,água engarrafada,1,202.66
12528,4635,08-05-2014,água engarrafada,7,226.27
12529,4498,14-06-2014,pastelaria,0,178.01
12530,4747,01-05-2014,pastelaria,9,147.88
12531,1747,24-05-2014,outros vegetais,5,19.33
12532,3396,13-07-2014,iogurte,6,140.64
12533,2811,14-11-2014,iogurte,7,156.99
12534,1697,15-06-2014,outros vegetais,1,201.36
12535,3084,10-08-2014,iogurte,1,75.51
12536,2962,29-07-2014,pastelaria,7,87.58
12537,2842,15-05-2014,refrigerante,5,204.34
12538,3266,16-07-2014,refrigerante,5,163.99
12539,1143,14-11-2014,refrigerante,5,192.67
12540,2457,29-08-2014,refrigerante,6,122.22
12541,3621,18-05-2014,outros vegetais,2,252.35
12542,2584,11-03-2014,leite inteiro,8,65.39
12543,4453,26-01-2014,pãezinhos / pãezinhos,0,245.21
12544,2871,21-09-2014,iogurte,4,102.37
12545,3828,24-02-2014,refrigerante,9,50.47
12546,2396,27-07-2014,refrigerante,8,27.51
12547,1201,24-10-2014,leite inteiro,2,18.42
12548,3004,04-09-2014,refrigerante,0,108.96
12549,3087,10-04-2014,iogurte,0,55.66
12550,4013,04-08-2014,iogurte,2,59.94
12551,4604,19-12-2014,refrigerante,6,97.18
12552,1114,14-12-2014,citrino,1,183.58
12553,2698,14-10-2014,outros vegetais,8,103.14
12554,4714,20-06-2014,água engarrafada,9,217.32
12555,1515,09-03-2014,refrigerante,0,225.72
12556,1904,24-04-2014,outros vegetais,0,227.31
12557,3248,16-10-2014,outros vegetais,5,215.63
12558,3176,09-06-2014,pastelaria,6,70.58
12559,3643,08-07-2014,refrigerante,1,203.69
12560,4656,18-10-2014,refrigerante,8,53.06
12561,3735,13-07-2014,leite inteiro,2,241.97
12562,4756,05-07-2014,leite inteiro,1,238.70
12563,1165,02-05-2014,leite inteiro,6,12.95
12564,2939,22-10-2014,água engarrafada,0,26.21
12565,4206,14-01-2014,pãezinhos / pãezinhos,0,46.06
12566,2662,03-02-2014,refrigerante,0,155.66
12567,4492,25-11-2014,pãezinhos / pãezinhos,1,25.30
12568,1495,08-01-2014,outros vegetais,2,88.48
12569,2105,02-12-2014,pãezinhos / pãezinhos,9,32.31
12570,3417,02-09-2014,leite inteiro,6,61.24
12571,3462,11-10-2014,água engarrafada,3,112.10
12572,4927,13-04-2014,refrigerante,2,177.62
12573,3518,06-02-2014,outros vegetais,3,160.85
12574,3730,03-02-2014,pastelaria,4,58.38
12575,4721,24-06-2014,pãezinhos / pãezinhos,4,5.16
12576,3113,26-12-2014,outros vegetais,2,23.61
12577,4171,07-01-2014,leite inteiro,3,15.83
12578,1300,04-09-2014,iogurte,3,234.05
12579,4822,03-01-2014,iogurte,2,193.57
12580,3458,29-04-2014,pastelaria,2,79.01
12581,3912,08-11-2014,iogurte,7,41.78
12582,2185,25-05-2014,outros vegetais,3,13.62
12583,2986,03-11-2014,refrigerante,7,82.00
12584,1676,29-03-2014,refrigerante,0,24.52
12585,3671,16-04-2014,leite inteiro,4,144.27
12586,4622,30-05-2014,água engarrafada,7,65.52
12587,4575,08-04-2014,leite inteiro,2,197.47
12588,2411,21-04-2014,leite inteiro,9,92.12
12589,1190,27-10-2014,vegetais de raiz,0,54.47
12590,4364,07-06-2014,pãezinhos / pãezinhos,4,171.52
12591,3919,15-02-2014,pastelaria,4,97.31
12592,1148,01-11-2014,outros vegetais,9,45.41
12593,3937,02-10-2014,refrigerante,1,247.68
12594,4416,25-02-2014,outros vegetais,1,237.43
12595,3604,12-08-2014,vegetais de raiz,8,247.68
12596,3950,11-12-2014,leite inteiro,6,11.03
12597,1011,02-06-2014,pastelaria,5,61.24
12598,3258,24-09-2014,água engarrafada,1,53.06
12599,4632,03-02-2014,pãezinhos / pãezinhos,3,60.98
12600,1676,11-11-2014,fruta tropical,8,94.58
12601,4730,26-09-2014,vegetais de raiz,6,8.43
12602,4941,24-02-2014,refrigerante,8,105.09
12603,3282,12-05-2014,outros vegetais,9,189.94
12604,4493,05-05-2014,leite inteiro,2,46.68
12605,2866,16-04-2014,leite inteiro,7,80.41
12606,2034,22-12-2014,pãezinhos / pãezinhos,9,72.91
12607,3789,13-01-2014,pãezinhos / pãezinhos,2,45.67
12608,2514,03-01-2014,leite inteiro,6,251.96
12609,3315,21-01-2014,leite inteiro,2,113.13
12610,2908,28-03-2014,iogurte,2,213.04
12611,2661,05-12-2014,refrigerante,6,11.03
12612,3584,03-07-2014,outros vegetais,1,151.80
12613,2512,28-09-2014,água engarrafada,5,240.28
12614,1908,21-08-2014,refrigerante,8,151.80
12615,2781,04-10-2014,leite inteiro,2,95.36
12616,4084,28-11-2014,outros vegetais,1,57.06
12617,3283,31-08-2014,iogurte,2,183.58
12618,2549,28-06-2014,água engarrafada,8,237.69
12619,3828,16-05-2014,água engarrafada,1,215.35
12620,4666,26-11-2014,água engarrafada,4,40.87
12621,1726,14-03-2014,outros vegetais,1,69.02
12622,2869,08-11-2014,água engarrafada,5,187.35
12623,2100,13-05-2014,iogurte,1,238.98
12624,3237,04-08-2014,iogurte,8,110.28
12625,3851,06-05-2014,pastelaria,4,243.89
12626,4550,20-11-2014,iogurte,8,228.99
12627,3797,01-01-2014,leite inteiro,6,233.51
12628,1803,24-09-2014,refrigerante,4,21.02
12629,4320,17-02-2014,pãezinhos / pãezinhos,7,40.22
12630,1698,17-01-2014,iogurte,9,93.67
12631,1856,29-01-2014,pãezinhos / pãezinhos,0,260.13
12632,4217,20-06-2014,leite inteiro,8,105.74
12633,4370,06-06-2014,iogurte,8,161.40
12634,3063,27-07-2014,iogurte,5,134.91
12635,3347,10-01-2014,pãezinhos / pãezinhos,1,176.71
12636,4190,28-06-2014,água engarrafada,2,124.53
12637,2594,15-09-2014,pastelaria,2,29.84
12638,2132,08-08-2014,pastelaria,2,75.77
12639,3415,10-06-2014,água engarrafada,2,107.69
12640,4652,20-05-2014,água engarrafada,7,210.44
12641,3717,25-08-2014,refrigerante,0,152.45
12642,2460,17-02-2014,refrigerante,8,145.83
12643,1655,12-01-2014,pãezinhos / pãezinhos,3,13.23
12644,2511,24-02-2014,outros vegetais,5,229.51
12645,4455,26-08-2014,refrigerante,0,102.76
12646,3894,10-02-2014,iogurte,1,122.61
12647,4650,17-08-2014,pãezinhos / pãezinhos,2,224.71
12648,1620,19-04-2014,iogurte,9,62.25
12649,1483,19-10-2014,iogurte,0,86.15
12650,4305,18-12-2014,refrigerante,5,24.65
12651,2207,08-02-2014,pastelaria,2,114.69
12652,4479,24-01-2014,refrigerante,4,73.82
12653,3531,10-07-2014,leite inteiro,3,88.74
12654,3180,02-11-2014,pãezinhos / pãezinhos,7,46.06
12655,2337,14-10-2014,refrigerante,2,127.80
12656,1428,28-05-2014,refrigerante,7,86.15
12657,1014,06-10-2014,pãezinhos / pãezinhos,0,166.59
12658,2209,16-12-2014,leite inteiro,0,73.30
12659,1053,30-04-2014,refrigerante,8,203.57
12660,1848,20-09-2014,refrigerante,0,227.05
12661,4854,22-10-2014,iogurte,6,215.89
12662,1179,08-06-2014,refrigerante,0,60.85
12663,3952,03-04-2014,pãezinhos / pãezinhos,3,81.09
12664,4797,01-10-2014,pãezinhos / pãezinhos,1,211.48
12665,3251,26-06-2014,refrigerante,6,119.62
12666,2941,15-04-2014,água engarrafada,1,71.36
12667,2076,13-10-2014,leite inteiro,3,225.72
12668,4227,08-08-2014,pãezinhos / pãezinhos,0,15.54
12669,1645,26-01-2014,pastelaria,3,25.30
12670,3010,14-02-2014,outros vegetais,9,10.90
12671,3622,03-12-2014,água engarrafada,0,61.24
12672,1929,14-02-2014,refrigerante,5,157.25
12673,3511,28-08-2014,citrino,5,75.51
12674,3396,19-01-2014,leite inteiro,3,58.25
12675,3604,07-08-2014,refrigerante,1,190.98
12676,3965,20-03-2014,pãezinhos / pãezinhos,6,49.56
12677,1132,22-11-2014,leite inteiro,2,254.81
12678,4529,26-10-2014,outros vegetais,0,35.68
12679,4870,30-06-2014,vegetais de raiz,2,255.46
12680,2468,11-08-2014,leite inteiro,3,37.50
12681,2726,30-11-2014,iogurte,4,110.15
12682,3247,27-09-2014,iogurte,7,47.23
12683,2421,13-02-2014,pãezinhos / pãezinhos,8,194.59
12684,3629,02-05-2014,outros vegetais,0,225.72
12685,1145,05-06-2014,outros vegetais,1,20.73
12686,3084,22-01-2014,outros vegetais,5,146.48
12687,1923,02-06-2014,fruta tropical,9,48.00
12688,2862,09-12-2014,refrigerante,2,24.52
12689,1383,25-08-2014,pãezinhos / pãezinhos,9,247.68
12690,3219,21-01-2014,leite inteiro,0,94.71
12691,3582,27-05-2014,leite inteiro,8,73.30
12692,1938,21-08-2014,pastelaria,0,63.44
12693,2106,06-09-2014,leite inteiro,7,226.27
12694,4933,03-03-2014,outros vegetais,6,204.97
12695,3338,18-11-2014,outros vegetais,8,57.35
12696,3442,11-11-2014,vegetais de raiz,2,35.68
12697,3808,19-02-2014,outros vegetais,0,157.64
12698,3010,21-01-2014,vegetais de raiz,2,236.39
12699,4649,05-10-2014,vegetais de raiz,1,166.59
12700,3560,25-11-2014,leite inteiro,4,188.00
12701,4532,30-11-2014,outros vegetais,5,22.06
12702,1767,08-11-2014,vegetais de raiz,0,133.50
12703,1473,01-05-2014,pãezinhos / pãezinhos,1,88.74
12704,4746,12-02-2014,água engarrafada,0,109.24
12705,3133,01-04-2014,iogurte,9,182.16
12706,3150,31-03-2014,pastelaria,0,120.92
12707,2244,09-11-2014,leite inteiro,4,123.90
12708,4792,16-10-2014,água engarrafada,8,155.04
12709,4847,01-02-2014,outros vegetais,4,67.73
12710,2133,27-04-2014,outros vegetais,5,85.60
12711,1967,07-10-2014,refrigerante,9,94.06
12712,4953,23-10-2014,pãezinhos / pãezinhos,5,158.93
12713,3046,28-02-2014,refrigerante,0,146.48
12714,3165,07-05-2014,leite inteiro,5,254.55
12715,1110,30-05-2014,iogurte,8,243.27
12716,1685,03-06-2014,água engarrafada,3,171.23
12717,2102,21-07-2014,iogurte,6,84.33
12718,3209,15-03-2014,pãezinhos / pãezinhos,7,29.06
12719,1562,30-07-2014,refrigerante,9,106.36
12720,3058,12-03-2014,pãezinhos / pãezinhos,9,0.52
12721,4290,30-06-2014,iogurte,8,242.49
12722,1985,06-06-2014,água engarrafada,8,46.06
12723,1966,18-08-2014,iogurte,3,24.00
12724,1569,19-01-2014,pastelaria,9,42.04
12725,1353,25-06-2014,vegetais de raiz,5,253.65
12726,3808,18-11-2014,água engarrafada,8,37.63
12727,3201,28-12-2014,água engarrafada,9,86.28
12728,3263,17-04-2014,refrigerante,9,46.06
12729,2453,05-02-2014,pãezinhos / pãezinhos,9,113.52
12730,2274,14-08-2014,iogurte,6,154.26
12731,3509,02-09-2014,água engarrafada,0,131.30
12732,4823,16-09-2014,pãezinhos / pãezinhos,7,146.87
12733,2440,08-07-2014,leite inteiro,0,51.25
12734,4562,06-11-2014,pãezinhos / pãezinhos,7,45.28
12735,4104,04-09-2014,água engarrafada,2,26.47
12736,2538,01-03-2014,pastelaria,9,32.69
12737,2620,09-05-2014,pãezinhos / pãezinhos,7,120.01
12738,3525,09-07-2014,refrigerante,9,100.55
12739,2301,08-11-2014,iogurte,3,251.67
12740,1152,26-12-2014,refrigerante,3,5.45
12741,4376,02-05-2014,pãezinhos / pãezinhos,9,236.78
12742,1779,07-06-2014,pãezinhos / pãezinhos,5,91.08
12743,4671,16-07-2014,leite inteiro,6,54.75
12744,3194,26-10-2014,refrigerante,2,110.15
12745,4213,06-11-2014,pãezinhos / pãezinhos,0,211.35
12746,3425,05-01-2014,refrigerante,5,180.21
12747,3669,14-10-2014,água engarrafada,0,73.95
12748,3232,01-07-2014,refrigerante,7,182.94
12749,1499,22-02-2014,refrigerante,7,234.18
12750,1605,17-08-2014,pãezinhos / pãezinhos,4,249.08
12751,3786,22-10-2014,água engarrafada,5,250.66
12752,2369,07-01-2014,refrigerante,1,231.59
12753,2076,06-09-2014,pãezinhos / pãezinhos,8,58.38
12754,1527,15-04-2014,refrigerante,9,2.85
12755,2155,03-06-2014,refrigerante,9,239.89
12756,4663,18-04-2014,leite inteiro,4,62.54
12757,3521,10-10-2014,pãezinhos / pãezinhos,3,178.40
12758,3083,29-03-2014,leite inteiro,4,148.55
12759,2578,30-01-2014,leite inteiro,5,100.16
12760,4674,18-02-2014,outros vegetais,1,60.98
12761,4160,05-09-2014,refrigerante,8,117.29
12762,1754,07-06-2014,água engarrafada,5,233.51
12763,3550,06-12-2014,iogurte,5,132.31
12764,1736,30-09-2014,vegetais de raiz,7,220.82
12765,3425,15-12-2014,pãezinhos / pãezinhos,7,13.62
12766,1498,23-08-2014,pãezinhos / pãezinhos,3,102.50
12767,2131,11-07-2014,outros vegetais,1,160.23
12768,2668,01-12-2014,outros vegetais,2,142.69
12769,3745,25-05-2014,água engarrafada,6,58.38
12770,4009,21-12-2014,refrigerante,1,190.72
12771,4522,04-10-2014,outros vegetais,0,112.88
12772,1889,20-06-2014,pãezinhos / pãezinhos,2,115.47
12773,1478,07-07-2014,pastelaria,8,29.19
12774,3016,23-05-2014,pastelaria,5,232.24
12775,1596,10-09-2014,outros vegetais,8,117.03
12776,3333,12-05-2014,outros vegetais,5,53.06
12777,2835,11-08-2014,pãezinhos / pãezinhos,3,56.44
12778,2229,07-10-2014,pãezinhos / pãezinhos,2,51.25
12779,2276,29-11-2014,iogurte,5,19.33
12780,3964,30-01-2014,pastelaria,7,106.65
12781,2685,11-02-2014,leite inteiro,8,19.46
12782,2709,18-05-2014,água engarrafada,7,33.08
12783,2186,19-06-2014,leite inteiro,8,1.30
12784,3386,10-05-2014,refrigerante,2,167.24
12785,3280,07-06-2014,refrigerante,9,238.08
12786,2847,13-06-2014,iogurte,7,102.37
12787,3842,03-03-2014,pastelaria,3,223.13
12788,1870,17-06-2014,pãezinhos / pãezinhos,1,21.41
12789,2813,20-12-2014,iogurte,5,151.67
12790,4274,24-02-2014,pãezinhos / pãezinhos,4,104.05
12791,3793,26-05-2014,refrigerante,2,253.65
12792,3250,19-10-2014,vegetais de raiz,0,8.43
12793,3923,19-12-2014,água engarrafada,1,166.04
12794,1005,09-01-2014,pãezinhos / pãezinhos,1,115.73
12795,1657,04-03-2014,pãezinhos / pãezinhos,9,133.50
12796,4059,13-06-2014,água engarrafada,2,241.29
12797,2094,02-03-2014,leite inteiro,1,252.35
12798,1124,23-08-2014,refrigerante,9,50.60
12799,3254,02-03-2014,outros vegetais,0,58.25
12800,2497,06-08-2014,leite inteiro,2,237.69
12801,3127,03-12-2014,água engarrafada,3,118.71
12802,1233,28-08-2014,pãezinhos / pãezinhos,1,46.97
12803,3410,22-02-2014,pastelaria,3,62.80
12804,1508,28-09-2014,iogurte,9,179.30
12805,3584,18-11-2014,refrigerante,4,224.45
12806,4131,02-07-2014,pãezinhos / pãezinhos,6,179.02
12807,2310,22-04-2014,iogurte,7,80.70
12808,1879,08-11-2014,pãezinhos / pãezinhos,1,118.32
12809,2293,30-07-2014,água engarrafada,8,226.27
12810,3324,07-05-2014,outros vegetais,1,239.89
12811,4092,19-06-2014,vegetais de raiz,6,16.87
12812,2538,15-10-2014,pastelaria,2,152.06
12813,2716,09-06-2014,refrigerante,6,36.30
12814,1115,31-07-2014,vegetais de raiz,2,67.73
12815,4373,16-05-2014,água engarrafada,9,183.58
12816,3364,14-07-2014,outros vegetais,1,249.75
12817,1017,21-02-2014,vegetais de raiz,4,104.31
12818,3344,21-01-2014,água engarrafada,6,210.16
12819,4649,06-01-2014,refrigerante,0,30.49
12820,3090,19-03-2014,pãezinhos / pãezinhos,8,20.11
12821,3131,03-12-2014,refrigerante,7,119.88
12822,1298,26-07-2014,pãezinhos / pãezinhos,8,208.24
12823,4526,17-12-2014,refrigerante,8,86.93
12824,4467,11-12-2014,refrigerante,8,89.52
12825,1302,22-11-2014,água engarrafada,3,35.29
12826,2212,08-06-2014,refrigerante,7,42.69
12827,3413,27-10-2014,água engarrafada,7,84.33
12828,1154,15-05-2014,pãezinhos / pãezinhos,2,110.93
12829,4536,11-05-2014,vegetais de raiz,3,140.64
12830,1796,15-11-2014,pãezinhos / pãezinhos,3,250.40
12831,2086,02-12-2014,vegetais de raiz,6,236.39
12832,2801,17-06-2014,outros vegetais,4,121.31
12833,4831,29-07-2014,pãezinhos / pãezinhos,0,158.80
12834,3451,08-06-2014,iogurte,2,130.00
12835,1791,02-10-2014,água engarrafada,2,46.68
12836,1352,03-03-2014,água engarrafada,7,154.39
12837,2134,17-01-2014,água engarrafada,8,130.39
12838,4109,05-12-2014,pãezinhos / pãezinhos,8,13.49
12839,2719,18-12-2014,vegetais de raiz,0,155.04
12840,1410,11-02-2014,água engarrafada,9,33.08
12841,2815,05-08-2014,iogurte,6,29.84
12842,1922,07-11-2014,vegetais de raiz,1,195.13
12843,2619,24-12-2014,leite inteiro,7,195.13
12844,1540,27-11-2014,pastelaria,0,68.11
12845,2038,23-07-2014,pastelaria,8,20.73
12846,1866,14-08-2014,outros vegetais,5,234.05
12847,1941,29-01-2014,pãezinhos / pãezinhos,0,226.40
12848,2733,05-05-2014,água engarrafada,8,224.32
12849,3908,27-04-2014,pastelaria,6,190.59
12850,2334,03-02-2014,pãezinhos / pãezinhos,5,42.17
12851,2663,13-05-2014,água engarrafada,3,244.17
12852,3194,22-10-2014,refrigerante,9,167.37
12853,2542,01-01-2014,água engarrafada,2,8.43
12854,2550,27-02-2014,leite inteiro,1,140.10
