Member_number,Date,itemDescription,quantidade,price
4017,28-08-2014,soda,1,27.50
4302,14-07-2014,tropical fruit,8,35.25
4459,12-08-2014,other vegetables,8,99.20
2670,15-08-2014,whole milk,7,26.25
3456,31-01-2014,yogurt,3,53.75
4283,20-06-2014,tropical fruit,9,95.75
3641,02-04-2014,bottled water,5,85.45
4381,25-08-2014,rolls/buns,0,74.60
2051,20-01-2014,rolls/buns,8,30.25
2424,24-06-2014,soda,5,41.10
2254,24-11-2014,whole milk,5,72.10
3996,30-05-2014,soda,6,68.99
2431,28-02-2014,whole milk,5,57.50
2479,27-02-2014,rolls/buns,2,100.60
1814,25-07-2014,whole milk,0,79.10
4969,27-10-2014,other vegetables,6,3.99
2439,16-02-2014,whole milk,7,70.25
3154,04-12-2014,other vegetables,9,17.60
2991,27-03-2014,whole milk,8,90.45
3107,16-06-2014,yogurt,1,42.25
3521,23-04-2014,other vegetables,6,97.60
2696,17-10-2014,rolls/buns,4,19.99
4812,22-01-2014,rolls/buns,7,27.10
3244,28-07-2014,whole milk,8,82.75
2625,21-07-2014,bottled water,7,9.25
1365,25-06-2014,whole milk,1,81.99
2031,05-07-2014,whole milk,5,4.99
4216,25-12-2014,citrus fruit,7,2.25
1574,30-11-2014,other vegetables,3,0.10
3976,05-08-2014,yogurt,1,79.25
4361,14-07-2014,root vegetables,9,47.60
1805,02-05-2014,citrus fruit,7,86.10
2706,03-05-2014,soda,5,73.20
3843,09-12-2014,citrus fruit,0,21.75
3256,10-10-2014,yogurt,7,25.25
1693,09-02-2014,other vegetables,6,48.60
3474,29-10-2014,other vegetables,5,72.50
2692,23-06-2014,root vegetables,3,2.75
3399,25-05-2014,rolls/buns,2,8.25
3792,30-07-2014,whole milk,7,74.99
1077,30-08-2014,rolls/buns,4,66.25
1591,29-12-2014,whole milk,8,99.10
2966,08-10-2014,whole milk,2,14.60
2970,11-11-2014,other vegetables,3,23.60
4121,25-07-2014,other vegetables,7,0.20
3424,08-05-2014,other vegetables,9,21.25
1341,21-04-2014,yogurt,2,26.20
2230,24-07-2014,soda,4,24.75
2447,26-07-2014,other vegetables,8,4.60
4272,15-05-2014,other vegetables,9,1.50
1748,27-07-2014,yogurt,1,54.45
4636,26-03-2014,whole milk,3,86.99
1867,19-11-2014,yogurt,5,27.50
2488,26-08-2014,bottled water,0,34.99
4150,24-03-2014,tropical fruit,7,7.50
2412,12-12-2014,soda,8,70.10
2564,14-01-2014,root vegetables,8,75.60
2005,18-10-2014,yogurt,0,80.99
2753,23-02-2014,bottled water,1,11.25
3729,24-12-2014,other vegetables,3,41.20
1674,07-06-2014,tropical fruit,4,40.45
3817,29-12-2014,pastry,9,96.60
4933,02-07-2014,rolls/buns,9,61.99
4504,21-01-2014,other vegetables,5,65.50
1727,11-08-2014,whole milk,6,85.20
3081,18-07-2014,root vegetables,7,11.99
1822,05-06-2014,citrus fruit,2,89.10
3238,03-07-2014,rolls/buns,5,34.60
2522,17-07-2014,pastry,9,77.75
4896,05-03-2014,other vegetables,8,69.60
3462,21-09-2014,rolls/buns,9,96.45
1341,08-11-2014,root vegetables,9,4.75
2626,09-08-2014,soda,7,15.60
3225,19-09-2014,yogurt,2,84.99
2062,22-08-2014,whole milk,6,41.60
4500,25-10-2014,yogurt,4,16.25
1887,05-04-2014,whole milk,2,2.50
3776,02-07-2014,yogurt,7,27.60
3753,28-12-2014,rolls/buns,3,23.50
2585,17-05-2014,soda,0,42.25
4747,11-05-2014,other vegetables,9,36.25
3775,06-03-2014,soda,7,91.60
4624,12-06-2014,soda,3,13.20
3942,05-11-2014,whole milk,2,64.50
3257,02-09-2014,yogurt,1,41.10
3329,09-11-2014,whole milk,6,37.20
2431,17-01-2014,whole milk,0,6.25
4656,02-03-2014,other vegetables,1,74.45
3119,01-10-2014,whole milk,0,45.75
2236,27-11-2014,rolls/buns,2,26.75
4652,11-09-2014,other vegetables,4,74.50
3044,17-09-2014,whole milk,0,67.60
4570,04-04-2014,soda,3,98.50
1344,28-01-2014,soda,9,87.25
1586,11-03-2014,soda,9,42.75
2390,22-10-2014,soda,9,48.20
2001,05-02-2014,yogurt,3,67.25
3703,30-04-2014,soda,9,42.60
2025,31-05-2014,pastry,1,72.99
2365,14-08-2014,yogurt,7,12.75
4280,26-06-2014,soda,5,32.50
2955,07-06-2014,soda,7,34.25
4403,11-01-2014,pastry,9,11.60
3038,13-04-2014,other vegetables,5,61.45
4152,07-12-2014,rolls/buns,8,91.45
1891,05-07-2014,bottled water,0,26.10
3811,21-07-2014,whole milk,5,45.25
4129,10-11-2014,pastry,8,40.25
4422,24-03-2014,bottled water,7,85.25
1853,07-06-2014,bottled water,1,50.25
2259,25-01-2014,soda,4,80.10
1361,13-12-2014,soda,4,19.45
4098,16-02-2014,yogurt,8,77.45
1687,24-06-2014,other vegetables,7,73.45
3923,28-06-2014,other vegetables,1,1.20
3427,16-10-2014,soda,2,26.75
4426,05-01-2014,pastry,4,20.10
1101,28-12-2014,other vegetables,1,6.25
2975,25-10-2014,other vegetables,6,59.20
1141,02-12-2014,whole milk,0,50.60
4162,16-08-2014,whole milk,4,0.99
4578,08-09-2014,yogurt,7,3.25
3231,22-03-2014,bottled water,8,81.99
4651,10-01-2014,rolls/buns,1,16.25
2502,18-06-2014,bottled water,2,10.25
3348,18-01-2014,soda,7,90.45
1265,01-02-2014,whole milk,5,28.60
1148,31-01-2014,soda,8,17.25
4508,14-06-2014,whole milk,9,84.99
1958,16-06-2014,whole milk,9,91.75
2584,30-11-2014,bottled water,6,60.50
3457,09-11-2014,bottled water,6,38.60
1796,18-09-2014,bottled water,5,0.50
1979,07-08-2014,whole milk,7,30.99
3227,24-12-2014,whole milk,5,31.99
2152,23-11-2014,bottled water,5,21.20
4076,02-08-2014,other vegetables,9,77.10
3144,05-06-2014,pastry,0,47.60
3889,22-11-2014,soda,6,52.75
3759,21-07-2014,whole milk,7,0.25
3086,11-07-2014,yogurt,3,5.45
2834,07-02-2014,soda,9,75.50
2528,01-09-2014,soda,4,4.10
2976,20-09-2014,other vegetables,0,87.20
2619,05-09-2014,yogurt,5,53.60
2056,21-05-2014,whole milk,5,85.45
2769,24-08-2014,rolls/buns,4,39.60
4096,13-06-2014,yogurt,4,36.75
4932,29-03-2014,pastry,6,46.10
4137,17-08-2014,pastry,8,10.25
2055,31-05-2014,rolls/buns,4,3.45
3881,20-04-2014,other vegetables,1,73.20
3380,23-02-2014,soda,8,88.45
3375,19-10-2014,bottled water,8,25.60
3011,02-04-2014,rolls/buns,4,89.45
2395,17-11-2014,bottled water,7,70.75
4356,09-01-2014,soda,3,34.10
2362,17-08-2014,other vegetables,0,8.10
3376,07-01-2014,other vegetables,1,39.25
1050,12-10-2014,other vegetables,3,89.20
4775,29-03-2014,yogurt,8,76.75
3600,03-06-2014,other vegetables,0,2.10
4835,28-03-2014,root vegetables,1,60.99
4475,19-07-2014,whole milk,7,15.20
2393,26-09-2014,yogurt,2,12.20
4837,04-12-2014,bottled water,3,60.10
1948,31-05-2014,yogurt,3,6.99
2238,05-01-2014,whole milk,7,40.20
4146,15-04-2014,root vegetables,4,43.50
1782,30-08-2014,other vegetables,7,29.25
1596,27-07-2014,other vegetables,0,33.25
1621,21-06-2014,yogurt,2,65.99
1237,22-06-2014,other vegetables,2,92.60
3549,09-11-2014,other vegetables,6,83.25
3684,05-01-2014,rolls/buns,3,38.60
4615,30-03-2014,yogurt,7,46.99
2403,14-04-2014,yogurt,7,27.10
3205,05-09-2014,soda,2,31.20
2693,14-02-2014,bottled water,3,96.60
3254,11-12-2014,rolls/buns,9,56.50
1094,24-07-2014,whole milk,1,92.99
4329,20-01-2014,bottled water,9,100.99
1758,24-12-2014,whole milk,0,33.60
4330,24-09-2014,other vegetables,5,85.75
2617,19-06-2014,rolls/buns,2,31.45
1537,08-12-2014,yogurt,3,28.99
1321,11-07-2014,citrus fruit,7,54.75
4766,25-09-2014,soda,5,43.25
4485,28-07-2014,rolls/buns,5,66.60
1350,03-09-2014,bottled water,6,41.25
3030,14-12-2014,whole milk,8,83.99
1827,17-11-2014,root vegetables,7,71.10
3496,26-03-2014,rolls/buns,7,38.60
1740,30-10-2014,whole milk,2,52.99
3317,16-06-2014,yogurt,6,77.99
3203,22-07-2014,soda,0,91.45
2914,11-10-2014,other vegetables,9,27.25
2301,23-04-2014,pastry,9,1.99
4074,11-03-2014,whole milk,9,0.20
4959,30-12-2014,other vegetables,0,15.75
2518,27-11-2014,whole milk,0,96.99
3817,02-11-2014,rolls/buns,2,83.99
4297,24-12-2014,other vegetables,0,37.20
2999,12-08-2014,whole milk,9,82.25
4650,14-12-2014,soda,5,1.60
1722,12-07-2014,soda,0,82.60
1350,19-02-2014,soda,4,38.20
2152,03-02-2014,other vegetables,0,12.45
1413,03-12-2014,bottled water,7,26.45
2932,22-06-2014,tropical fruit,3,69.50
3935,12-04-2014,tropical fruit,7,14.45
1325,29-03-2014,soda,8,1.20
3592,17-04-2014,root vegetables,4,7.50
2797,08-08-2014,other vegetables,8,94.60
2663,20-01-2014,tropical fruit,8,62.10
2205,28-10-2014,tropical fruit,5,70.20
3021,29-10-2014,soda,3,57.20
4131,08-10-2014,root vegetables,2,18.25
2041,08-04-2014,rolls/buns,5,61.10
3221,16-01-2014,bottled water,5,21.50
3327,13-10-2014,other vegetables,5,76.50
3820,10-05-2014,yogurt,0,35.20
3068,25-05-2014,whole milk,9,88.60
3663,16-06-2014,root vegetables,1,19.99
1289,10-08-2014,yogurt,5,96.10
1523,09-11-2014,other vegetables,7,12.10
4569,28-07-2014,pastry,3,6.10
1103,25-05-2014,pastry,6,56.60
3915,05-12-2014,soda,2,30.99
4684,07-02-2014,soda,7,85.45
3382,01-09-2014,tropical fruit,4,77.99
3284,04-01-2014,yogurt,7,14.10
1885,11-03-2014,bottled water,3,81.25
3620,14-09-2014,soda,2,83.10
2472,15-06-2014,whole milk,9,28.25
2141,21-02-2014,yogurt,1,100.20
3438,02-06-2014,rolls/buns,1,95.99
1252,28-08-2014,other vegetables,7,21.50
4645,04-12-2014,soda,1,62.10
1722,28-08-2014,whole milk,7,59.60
1657,12-05-2014,whole milk,5,71.45
4211,16-09-2014,pastry,9,44.10
2154,31-05-2014,pastry,3,14.20
3465,19-02-2014,yogurt,6,24.10
3549,10-06-2014,other vegetables,6,15.50
4956,04-03-2014,whole milk,8,37.10
2771,25-06-2014,rolls/buns,4,94.25
2507,15-05-2014,pastry,1,57.20
3852,31-08-2014,other vegetables,9,3.60
1911,10-03-2014,pastry,9,57.45
1492,02-05-2014,rolls/buns,0,10.10
1823,16-04-2014,rolls/buns,1,92.10
1418,02-12-2014,pastry,9,13.10
1004,04-02-2014,whole milk,6,59.60
3369,18-07-2014,yogurt,9,28.20
1610,23-12-2014,pastry,4,41.99
4097,03-10-2014,soda,2,21.10
1207,09-12-2014,yogurt,6,74.75
2873,28-01-2014,citrus fruit,7,91.60
4220,05-05-2014,rolls/buns,1,82.10
2547,09-03-2014,rolls/buns,5,43.25
1970,05-06-2014,whole milk,6,50.10
2860,11-01-2014,yogurt,0,57.50
3466,31-05-2014,rolls/buns,5,18.45
3045,29-01-2014,other vegetables,7,27.99
4257,03-02-2014,yogurt,2,69.20
2907,19-12-2014,pastry,9,94.45
4770,15-05-2014,pastry,3,40.20
3287,13-05-2014,other vegetables,6,65.50
3596,21-01-2014,rolls/buns,7,48.25
3559,17-07-2014,other vegetables,5,24.50
1474,13-08-2014,whole milk,6,29.50
1887,08-07-2014,yogurt,4,30.10
2949,01-06-2014,other vegetables,0,92.25
4416,02-10-2014,yogurt,8,7.10
4114,27-03-2014,yogurt,3,2.20
1184,24-06-2014,whole milk,7,30.50
3378,13-03-2014,bottled water,4,49.50
2817,25-09-2014,soda,1,34.10
1948,23-09-2014,whole milk,6,79.10
2868,22-04-2014,other vegetables,7,52.75
1370,09-09-2014,yogurt,4,73.75
1740,21-02-2014,soda,7,6.60
4617,18-11-2014,bottled water,3,31.20
2921,04-03-2014,bottled water,2,8.20
2533,23-12-2014,yogurt,9,0.75
3168,26-03-2014,tropical fruit,6,50.99
1015,28-06-2014,rolls/buns,0,83.75
3476,05-02-2014,rolls/buns,8,16.60
4666,27-09-2014,other vegetables,9,56.50
1225,29-11-2014,soda,4,11.99
3477,17-07-2014,bottled water,9,67.10
3421,13-06-2014,pastry,0,55.10
2589,07-06-2014,bottled water,6,57.45
1689,19-09-2014,pastry,9,45.25
3789,10-03-2014,soda,2,59.45
1374,01-09-2014,bottled water,5,6.60
2758,30-06-2014,yogurt,7,72.20
1659,05-07-2014,yogurt,0,100.50
3657,29-05-2014,rolls/buns,1,17.10
1187,08-06-2014,soda,9,14.75
4251,02-07-2014,whole milk,7,58.20
4780,16-08-2014,yogurt,2,15.10
3212,09-04-2014,soda,0,50.45
2645,23-10-2014,bottled water,8,23.20
3469,11-04-2014,whole milk,2,53.10
3294,01-03-2014,other vegetables,4,16.25
3142,12-02-2014,whole milk,5,30.25
4632,18-09-2014,soda,5,91.10
1107,26-09-2014,rolls/buns,4,23.25
3615,13-06-2014,whole milk,1,13.50
3857,30-12-2014,other vegetables,7,87.60
2011,18-05-2014,soda,2,19.45
3053,13-12-2014,other vegetables,6,47.25
1364,11-08-2014,bottled water,7,63.20
4902,21-11-2014,rolls/buns,2,34.10
1449,18-07-2014,other vegetables,6,79.45
1719,14-11-2014,bottled water,6,48.50
2041,19-06-2014,yogurt,9,36.50
1235,04-10-2014,other vegetables,4,46.20
4809,21-06-2014,soda,2,9.99
2045,11-04-2014,whole milk,0,98.25
2170,24-02-2014,root vegetables,6,30.75
3065,14-03-2014,whole milk,5,8.75
1425,06-02-2014,root vegetables,2,96.50
1528,01-02-2014,tropical fruit,1,22.20
4065,13-01-2014,pastry,7,21.25
1616,07-11-2014,pastry,5,97.25
3293,17-10-2014,soda,2,90.60
3244,21-06-2014,root vegetables,2,15.99
4941,09-09-2014,soda,4,23.45
3818,11-03-2014,whole milk,4,64.50
1001,12-12-2014,soda,8,42.75
2349,28-05-2014,whole milk,0,46.99
1844,27-04-2014,pastry,3,59.50
4991,28-08-2014,other vegetables,5,9.50
4858,17-08-2014,whole milk,3,91.50
2562,14-11-2014,root vegetables,5,86.60
3204,29-05-2014,yogurt,2,63.10
1856,26-04-2014,whole milk,0,47.45
1721,07-03-2014,soda,7,21.60
3160,13-11-2014,yogurt,9,42.50
3786,02-04-2014,pastry,2,96.10
4897,13-06-2014,rolls/buns,7,91.60
3491,11-12-2014,whole milk,6,10.25
4422,19-10-2014,bottled water,7,64.99
3533,22-08-2014,other vegetables,9,22.45
3107,02-01-2014,whole milk,8,40.50
3452,23-12-2014,rolls/buns,3,30.75
2063,26-05-2014,other vegetables,3,49.25
3450,20-05-2014,pastry,6,0.50
2325,27-02-2014,pastry,1,53.50
3827,11-09-2014,soda,3,47.10
2682,20-02-2014,other vegetables,3,54.99
4314,27-01-2014,whole milk,4,35.45
4146,03-01-2014,root vegetables,7,45.99
1440,01-01-2014,yogurt,1,61.20
1421,30-08-2014,soda,7,55.45
2758,24-10-2014,other vegetables,3,51.99
3695,12-10-2014,rolls/buns,1,51.45
4351,26-11-2014,rolls/buns,7,71.75
1708,09-07-2014,whole milk,6,45.75
3948,10-04-2014,whole milk,5,13.50
1169,15-01-2014,rolls/buns,5,27.99
2390,28-11-2014,other vegetables,1,6.10
4060,11-10-2014,rolls/buns,6,91.25
4473,03-06-2014,other vegetables,3,69.60
2020,11-04-2014,rolls/buns,8,90.25
4825,23-04-2014,citrus fruit,3,31.25
3146,07-02-2014,other vegetables,7,65.50
3508,10-03-2014,pastry,8,53.99
3535,16-02-2014,rolls/buns,7,40.10
2545,13-04-2014,whole milk,4,85.50
3427,05-06-2014,yogurt,5,8.20
4015,10-11-2014,pastry,7,94.20
1781,15-03-2014,yogurt,8,91.20
2311,26-10-2014,pastry,7,60.60
4833,17-08-2014,whole milk,4,35.45
1002,26-04-2014,whole milk,9,60.45
3266,30-10-2014,rolls/buns,7,37.75
3216,02-11-2014,rolls/buns,3,54.45
1753,30-07-2014,pastry,6,27.50
1959,23-03-2014,rolls/buns,7,2.60
3265,09-07-2014,pastry,0,53.20
4665,12-01-2014,rolls/buns,6,15.99
4635,02-02-2014,root vegetables,8,28.99
4551,07-01-2014,pastry,5,13.99
2593,16-04-2014,yogurt,6,88.45
4184,17-09-2014,rolls/buns,8,27.75
2461,24-01-2014,pastry,4,83.10
3038,30-12-2014,yogurt,3,67.75
4010,11-08-2014,other vegetables,6,47.99
4466,14-07-2014,soda,2,46.10
1578,24-08-2014,citrus fruit,0,61.99
2837,13-10-2014,soda,2,13.60
4860,25-06-2014,soda,6,8.45
3698,11-07-2014,whole milk,5,82.25
1534,02-07-2014,pastry,1,68.45
1327,14-12-2014,rolls/buns,3,14.25
1097,03-05-2014,root vegetables,7,61.10
1717,26-07-2014,bottled water,3,79.10
4212,12-05-2014,rolls/buns,2,72.50
3817,12-03-2014,yogurt,2,75.10
2552,08-10-2014,root vegetables,2,82.25
2454,12-07-2014,other vegetables,1,40.60
2222,03-04-2014,rolls/buns,2,82.50
4403,24-06-2014,other vegetables,4,78.10
2415,14-09-2014,bottled water,7,14.45
4129,28-02-2014,yogurt,4,11.20
3468,02-06-2014,yogurt,5,33.45
4415,22-08-2014,other vegetables,6,53.60
4485,27-01-2014,pastry,9,26.25
3115,09-07-2014,bottled water,1,90.50
2479,05-03-2014,bottled water,4,28.75
1023,13-06-2014,soda,8,93.75
4455,09-10-2014,rolls/buns,7,41.75
4042,15-07-2014,rolls/buns,8,57.99
1239,18-04-2014,soda,8,39.45
4208,03-02-2014,rolls/buns,5,92.25
3539,19-03-2014,soda,7,52.99
2637,18-09-2014,rolls/buns,3,90.25
1479,29-03-2014,whole milk,6,34.99
3976,05-10-2014,rolls/buns,2,16.60
4899,27-08-2014,rolls/buns,2,37.10
2364,23-07-2014,bottled water,3,70.45
3680,25-10-2014,soda,2,81.10
2552,20-06-2014,whole milk,5,21.20
3676,09-06-2014,other vegetables,7,38.99
2688,21-12-2014,whole milk,9,46.45
1427,12-06-2014,rolls/buns,3,95.10
4310,07-07-2014,whole milk,1,50.60
2803,26-10-2014,yogurt,9,2.10
4601,05-01-2014,yogurt,2,91.25
1896,25-07-2014,citrus fruit,8,13.60
3731,18-08-2014,soda,1,6.60
2764,18-04-2014,yogurt,0,11.25
2192,21-11-2014,rolls/buns,3,70.45
3920,17-02-2014,whole milk,8,95.25
2014,19-12-2014,yogurt,6,81.20
2390,26-08-2014,other vegetables,9,78.10
1625,10-01-2014,bottled water,2,85.25
4798,19-05-2014,soda,7,92.99
3127,24-03-2014,whole milk,3,61.50
1004,19-08-2014,whole milk,7,75.25
3782,21-09-2014,root vegetables,9,53.10
1938,25-09-2014,bottled water,5,6.10
2704,02-08-2014,whole milk,8,53.60
3083,19-09-2014,whole milk,8,37.75
1108,22-08-2014,pastry,5,39.50
1328,14-08-2014,pastry,7,82.75
4608,20-07-2014,whole milk,0,53.45
2376,15-06-2014,soda,4,99.50
2049,02-04-2014,other vegetables,1,31.60
2715,23-05-2014,rolls/buns,3,39.45
1887,03-02-2014,whole milk,0,51.25
1702,13-05-2014,yogurt,8,23.50
3447,30-06-2014,soda,4,45.45
4759,24-01-2014,root vegetables,1,86.99
2536,09-02-2014,whole milk,6,91.20
3666,12-04-2014,yogurt,0,86.45
3767,06-07-2014,yogurt,9,38.45
3271,25-02-2014,other vegetables,8,23.45
1616,03-05-2014,whole milk,3,27.60
4431,10-05-2014,rolls/buns,8,48.20
3913,11-04-2014,tropical fruit,5,75.75
4117,03-08-2014,whole milk,8,32.60
2174,05-01-2014,bottled water,1,85.25
4541,03-04-2014,whole milk,5,30.25
3719,26-10-2014,yogurt,7,84.25
3499,13-07-2014,whole milk,9,38.20
1146,23-05-2014,soda,8,91.25
3285,21-10-2014,other vegetables,0,28.75
1808,15-12-2014,citrus fruit,2,32.60
4860,22-02-2014,rolls/buns,2,22.75
1438,19-01-2014,yogurt,9,62.10
1818,08-12-2014,bottled water,3,22.45
1931,04-03-2014,bottled water,9,41.25
2789,12-07-2014,citrus fruit,5,16.50
1987,29-10-2014,yogurt,3,71.50
4376,07-12-2014,soda,2,55.25
4471,08-10-2014,yogurt,8,11.20
2022,23-02-2014,yogurt,3,22.50
1097,16-04-2014,whole milk,4,9.60
4693,08-06-2014,root vegetables,3,42.20
2447,14-04-2014,other vegetables,5,52.25
2612,30-07-2014,soda,1,32.60
3899,27-01-2014,whole milk,6,85.99
1305,26-07-2014,root vegetables,9,59.75
4991,22-12-2014,root vegetables,4,64.99
3327,16-07-2014,rolls/buns,8,45.60
4115,08-02-2014,yogurt,3,11.45
3142,11-05-2014,rolls/buns,8,85.75
4245,13-09-2014,whole milk,9,35.50
2570,19-06-2014,root vegetables,6,11.60
3626,11-06-2014,other vegetables,3,56.60
3050,03-05-2014,root vegetables,6,51.50
2577,28-06-2014,citrus fruit,7,5.45
2014,08-10-2014,bottled water,5,20.20
2081,18-05-2014,whole milk,0,8.10
3099,20-09-2014,soda,7,30.25
1373,28-04-2014,soda,8,54.10
2514,24-06-2014,citrus fruit,3,90.60
4772,19-12-2014,soda,5,35.20
3805,20-07-2014,rolls/buns,9,89.20
1087,25-07-2014,whole milk,4,70.10
3251,05-11-2014,rolls/buns,0,58.10
3582,08-04-2014,whole milk,3,93.25
3924,12-01-2014,pastry,3,32.75
3193,29-05-2014,yogurt,7,96.60
3111,19-02-2014,bottled water,4,37.10
1585,20-04-2014,whole milk,0,79.45
1158,19-02-2014,bottled water,0,60.45
1231,23-11-2014,soda,4,30.45
4933,01-08-2014,root vegetables,9,61.45
3827,28-02-2014,bottled water,0,62.75
3321,11-03-2014,rolls/buns,6,45.25
4245,21-11-2014,tropical fruit,5,0.99
3481,30-05-2014,other vegetables,9,57.10
3015,07-08-2014,other vegetables,4,42.45
3306,05-06-2014,whole milk,2,16.20
3931,19-07-2014,pastry,1,66.25
4021,09-09-2014,other vegetables,0,6.20
4748,19-04-2014,whole milk,1,92.45
4342,01-09-2014,whole milk,8,15.10
3075,12-04-2014,root vegetables,1,61.60
1983,26-06-2014,rolls/buns,9,79.25
4567,16-03-2014,other vegetables,8,25.75
3459,21-06-2014,whole milk,8,8.50
2036,20-07-2014,soda,3,3.99
1094,26-08-2014,other vegetables,1,63.45
3953,19-05-2014,root vegetables,8,41.99
2930,25-04-2014,other vegetables,6,85.60
3956,19-12-2014,root vegetables,2,5.99
1595,26-01-2014,yogurt,9,94.45
2597,25-10-2014,root vegetables,7,22.50
2226,06-09-2014,whole milk,3,60.75
4804,10-08-2014,other vegetables,5,39.99
2109,22-06-2014,bottled water,5,78.60
1778,27-11-2014,bottled water,5,93.75
2921,27-11-2014,other vegetables,0,74.75
4739,04-02-2014,yogurt,6,27.20
4140,20-02-2014,whole milk,6,91.10
1815,24-10-2014,other vegetables,1,51.99
3487,09-02-2014,bottled water,1,27.25
3571,31-10-2014,other vegetables,5,96.20
1830,07-06-2014,bottled water,1,34.20
2709,02-04-2014,bottled water,5,90.10
1888,09-05-2014,whole milk,0,27.10
3500,20-11-2014,other vegetables,4,56.45
4297,03-10-2014,yogurt,8,97.20
2464,21-10-2014,pastry,6,53.50
2508,21-09-2014,bottled water,4,50.25
2901,10-07-2014,other vegetables,4,41.45
1142,10-12-2014,soda,0,18.10
3225,23-07-2014,soda,1,73.75
1897,15-07-2014,other vegetables,6,59.25
2883,09-05-2014,rolls/buns,0,53.75
4256,03-02-2014,tropical fruit,8,88.60
1929,14-04-2014,yogurt,8,6.75
1628,25-10-2014,whole milk,0,77.99
4077,31-01-2014,whole milk,5,88.45
4692,29-08-2014,root vegetables,4,49.50
1736,11-03-2014,soda,4,25.50
2065,28-01-2014,other vegetables,9,62.45
4721,26-01-2014,tropical fruit,6,86.20
3529,23-01-2014,other vegetables,4,13.25
4883,26-12-2014,whole milk,6,85.25
4479,25-11-2014,rolls/buns,0,54.45
1083,15-11-2014,whole milk,1,52.45
3725,20-09-2014,rolls/buns,3,18.60
2481,07-08-2014,root vegetables,1,59.75
1133,03-08-2014,pastry,8,91.10
4464,19-05-2014,soda,4,63.45
4594,28-11-2014,rolls/buns,3,29.20
2233,29-10-2014,pastry,6,20.50
4300,01-10-2014,yogurt,2,71.75
1955,16-11-2014,yogurt,5,30.75
3215,26-02-2014,bottled water,1,62.25
4771,02-11-2014,citrus fruit,9,88.10
1798,04-07-2014,other vegetables,0,25.60
2008,17-03-2014,soda,1,25.45
4487,18-08-2014,whole milk,8,91.99
4962,06-06-2014,yogurt,9,66.75
3063,08-02-2014,tropical fruit,6,12.60
2239,01-12-2014,yogurt,6,18.10
2340,08-04-2014,rolls/buns,2,85.45
4464,26-08-2014,other vegetables,8,65.60
3538,01-02-2014,yogurt,7,76.75
2747,24-09-2014,pastry,3,20.60
1784,05-09-2014,rolls/buns,3,36.45
2950,28-04-2014,whole milk,9,15.10
2602,20-01-2014,whole milk,1,92.60
1087,20-04-2014,whole milk,6,26.20
2831,18-05-2014,soda,6,60.10
4388,16-08-2014,rolls/buns,7,10.99
2589,31-03-2014,whole milk,9,100.10
2532,21-09-2014,bottled water,0,3.20
4584,29-08-2014,whole milk,8,96.50
1696,23-08-2014,root vegetables,7,59.20
1553,23-07-2014,other vegetables,5,41.20
4272,10-05-2014,soda,8,89.20
4066,07-08-2014,citrus fruit,1,45.10
2643,12-12-2014,rolls/buns,4,82.45
2479,18-11-2014,whole milk,2,61.60
4071,16-12-2014,other vegetables,1,12.20
3756,15-11-2014,other vegetables,0,86.50
3957,03-10-2014,bottled water,4,68.25
4676,13-11-2014,other vegetables,1,17.50
2796,18-04-2014,soda,9,78.25
3082,07-09-2014,tropical fruit,3,56.60
1889,16-11-2014,root vegetables,0,48.10
1097,26-11-2014,whole milk,6,10.60
3033,25-09-2014,whole milk,1,45.60
2251,06-02-2014,other vegetables,8,81.99
1785,25-05-2014,other vegetables,3,22.50
2048,17-12-2014,other vegetables,4,51.50
3337,19-08-2014,whole milk,7,2.25
4797,11-02-2014,pastry,0,44.10
3903,16-04-2014,bottled water,5,50.45
2056,26-12-2014,soda,6,91.25
4183,26-03-2014,other vegetables,3,14.25
2673,23-04-2014,soda,2,12.75
4348,06-08-2014,whole milk,9,60.25
1256,14-10-2014,other vegetables,2,72.25
3962,13-12-2014,rolls/buns,5,72.45
2694,09-10-2014,rolls/buns,4,68.20
2608,17-10-2014,whole milk,8,46.10
4469,29-11-2014,tropical fruit,8,28.10
1526,13-07-2014,rolls/buns,4,4.25
4915,11-01-2014,rolls/buns,9,1.50
4751,29-11-2014,rolls/buns,6,20.60
4643,09-03-2014,bottled water,9,30.25
4015,18-12-2014,yogurt,3,76.99
3561,28-12-2014,whole milk,3,10.60
1065,23-01-2014,soda,2,39.45
4779,07-05-2014,pastry,6,76.75
4522,27-05-2014,soda,1,30.20
1738,15-07-2014,soda,4,8.50
2872,06-08-2014,whole milk,6,23.10
4237,20-05-2014,pastry,0,40.99
3575,16-11-2014,soda,3,91.45
3073,06-07-2014,pastry,2,51.45
1654,07-06-2014,other vegetables,7,48.50
1554,23-05-2014,soda,7,5.60
3039,20-08-2014,root vegetables,7,56.60
4124,31-05-2014,soda,0,36.75
4915,28-06-2014,whole milk,9,71.45
3271,20-11-2014,soda,6,83.60
3687,01-10-2014,other vegetables,6,87.20
1652,15-03-2014,pastry,1,21.20
1573,18-05-2014,other vegetables,0,44.99
3045,15-06-2014,other vegetables,7,21.10
1827,01-09-2014,pastry,2,49.45
4782,12-10-2014,rolls/buns,2,90.75
3347,21-11-2014,pastry,9,50.20
2898,07-01-2014,bottled water,2,7.75
2820,24-11-2014,soda,7,13.20
1618,03-04-2014,whole milk,2,52.75
